job_title,grade,jurisdictional_classification,negotiating_unit,job_level,agency_description
Radio Dispatcher,10,0.0,3.0,,Multiple Agencies
Railroad Inspector Hazardous Materials,15,0.0,5.0,,"Transportation, Department of"
Railroad Inspector Motive Power & Equipment,15,0.0,5.0,,"Transportation, Department of"
Railroad Inspector Operating Practice,15,0.0,5.0,,"Transportation, Department of"
Railroad Inspector Signal and Train Control,15,0.0,5.0,,"Transportation, Department of"
Railroad Inspector Track,15,0.0,5.0,,"Transportation, Department of"
Real Estate Officer 1,27,0.0,5.0,,Multiple Agencies
Real Estate Officer 2,63,0.0,6.0,,Multiple Agencies
Real Estate Officer 3,64,0.0,6.0,,Transportation - M/O+Regs
Real Estate Specialist 1,18,0.0,5.0,,Multiple Agencies
Real Estate Specialist 2,23,0.0,5.0,,Multiple Agencies
Real Estate Specialist 2 Conservation,23,0.0,5.0,,Multiple Agencies
Real Estate Specialist 2 General Services,23,0.0,5.0,,"General Services, Office of"
Real Property Analyst 1,18,0.0,5.0,,"Taxation and Finance, Dept of"
Real Property Analyst 2,23,0.0,5.0,,"Taxation and Finance, Dept of"
Real Property Analyst 3,27,0.0,5.0,,"Taxation and Finance, Dept of"
Real Property Services Administrator 1,63,0.0,6.0,,"Taxation and Finance, Dept of"
Real Property Services Administrator 2,64,0.0,6.0,,"Taxation and Finance, Dept of"
Real Property Services Manager 1,25,0.0,5.0,,"Taxation and Finance, Dept of"
Recreation Assnt Spanish Language,11,0.0,4.0,,Multiple Agencies
Recreation Complex Manager 1,18,1.0,5.0,,Park Commission For the City Of NY
Recreation Complex Manager 2,21,1.0,5.0,,Park Commission For the City Of NY
Recreation Program Leader 1,14,0.0,5.0,,Multiple Agencies
Recreation Program Leader 2,17,0.0,5.0,,Corrections - M/O+Facs
Recreation Program Leader 3,19,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Recreation Therapist,14,0.0,5.0,,Multiple Agencies
Recreation Therapist Art,14,0.0,5.0,,Multiple Agencies
Recreation Therapist Dance,14,0.0,5.0,,Multiple Agencies
Recreation Therapist Music,14,0.0,5.0,,Multiple Agencies
Recreation Therapist Spanish Language,14,0.0,5.0,,Creedmoor Psych Center
Recreation Worker,14,0.0,5.0,,Multiple Agencies
Recreation Worker Spanish Language,14,0.0,5.0,,OMH-M/O+Facs
Recycling Specialist,8,1.0,3.0,,"Stony Brook, State University at"
Recycling Supvr,10,1.0,3.0,,"Stony Brook, State University at"
Regional Coord Correctional Food Services,23,0.0,6.0,,DOCCS Mohawk Cor Facility
Regional Coord Correctional Volunteer Services,20,0.0,6.0,,"Corrections and Community Supervision, Dept of"
Regional Coord Voc & Educl Services,64,0.0,6.0,,"Education, Dept of"
Regional Coordinator OASAS,62,6.0,6.0,,"Addiction Services and Supports, Off of"
Regional Dir Environmental Conservation,66,1.0,6.0,,"Environmental Conservation, Dept of"
Regional Dir OASAS,65,1.0,6.0,,"Addiction Services and Supports, Off of"
Regional Dir Parole Operations,65,1.0,6.0,,DOCCS Community Supervision
Regional Director Parks & Recreation 1,64,1.0,6.0,,Parks+Recreation-M/O+Reg Comms
Regional Director Parks & Recreation 2,65,1.0,6.0,,Parks+Recreation-M/O+Reg Comms
Regional Director Parks & Recreation 3,66,1.0,6.0,,P&R Long Island Park Comm
Regional Director Transportation 1,65,0.0,6.0,,Transportation - M/O+Regs
Regional Director Transportation 2,66,0.0,6.0,,Transportation - M/O+Regs
Regional Director Transportation 3,67,0.0,6.0,,Transportation - M/O+Regs
Regional Director Unemployment Insurance Audit,63,0.0,6.0,,"Labor, Department of"
Regional Manager Transportation 1,63,0.0,6.0,,Transportation - M/O+Regs
Regional Manager Transportation 2,64,0.0,6.0,,Transportation - M/O+Regs
Regional Medical Care Admr,22,0.0,5.0,,"Health, Department of"
Regional Park Maintenance Supvr,18,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Regional Representative Health Plan Marketplace,29,1.0,5.0,,"Health, Department of"
Regional Sales Program Coord,23,0.0,5.0,,NYS Gaming Commission
Regional Security Supvr,17,0.0,91.0,,Workers Compensation Board
Regional Supvr Natural Resources,29,0.0,5.0,,"Environmental Conservation, Dept of"
Registered Nurse 1,18,0.0,5.0,,Multiple Agencies
Registered Nurse 1 Chinese Language,18,0.0,5.0,,Creedmoor Psych Center
Registered Nurse 1 Health Services,18,0.0,5.0,,Multiple Agencies
Registered Nurse 1 Manual Communications,18,0.0,5.0,,School for the Deaf
Registered Nurse 1 Psychiatric,18,0.0,5.0,,Multiple Agencies
Registered Nurse 1 Psychiatric Chinese Language,18,0.0,5.0,,OMH-M/O+Facs
Registered Nurse 1 Psychiatric Spanish Language,18,0.0,5.0,,OMH-M/O+Facs
Registered Nurse 1 Rehab,18,0.0,5.0,,Helen Hayes Hospital
Registered Nurse 1 Spanish Language,18,0.0,5.0,,Multiple Agencies
Registered Nurse 1 Teaching & Research Center,18,0.0,5.0,,"SUNY-Admin,Coll+Univs"
Registered Nurse 2 Community,20,0.0,5.0,,Multiple Agencies
Registered Nurse 2 Community Spanish Language,20,0.0,5.0,,OMH-M/O+Facs
Registered Nurse 2 Geriatric,20,0.0,5.0,,Multiple Agencies
Registered Nurse 2 Medical Care,20,0.0,5.0,,Multiple Agencies
Registered Nurse 2 Psychiatric,20,0.0,5.0,,Multiple Agencies
Registered Nurse 2 Psychiatric Manual Comm,20,0.0,5.0,,Rockland Psych Center
Registered Nurse 2 Psychiatric Spanish Language,20,0.0,5.0,,Multiple Agencies
Registered Nurse 2 Rehab,20,0.0,5.0,,Helen Hayes Hospital
Registered Nurse 2 Teaching & Research Center,20,0.0,5.0,,"SUNY-Admin,Coll+Univs"
Registered Nurse 2 Utilization,20,0.0,5.0,,Multiple Agencies
Registered Nurse 3 Consultant Mental Health,22,0.0,5.0,,"Mental Health, Office of"
Registered Nurse 3 Correctional Services,22,0.0,5.0,,Corrections - M/O+Facs
Registered Nurse 3 Infection Control,22,0.0,5.0,,Multiple Agencies
Registered Nurse 3 Psychiatric Educator,22,0.0,5.0,,Pilgrim Psych Center
Registered Nurse Supervisor 1,22,0.0,5.0,,Multiple Agencies
Registered Nurse Supervisor 1 Health Services,22,0.0,5.0,,"Civil Service, Department of"
Registered Nurse Supervisor 1 Medical Care,23,0.0,5.0,,Multiple Agencies
Registered Nurse Supervisor 1 Psychiatric,22,0.0,5.0,,Multiple Agencies
Registered Nurse Supervisor 1 Rehab,22,0.0,5.0,,Helen Hayes Hospital
Registered Nurse Supervisor 1 T&R Cntr,22,0.0,5.0,,"SUNY-Admin,Coll+Univs"
Registered Nurse Supervisor 2 Medical Care,25,0.0,5.0,,Multiple Agencies
Registered Nurse Supervisor 2 Regnl Med Unit,61,0.0,6.0,,Corrections - M/O+Facs
Registered Nurse Supervisor 2 Utilization,25,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Rehab Assnt 1,11,0.0,5.0,,Multiple Agencies
Rehab Assnt 1 Spanish Language,11,0.0,5.0,,Multiple Agencies
Rehab Assnt 2,14,0.0,5.0,,Multiple Agencies
Rehab Assnt 2 Manual Communications,14,0.0,5.0,,Multiple Agencies
Rehab Assnt 2 Spanish Language,14,0.0,5.0,,OMH-M/O+Facs
Rehab Counselor 1,17,0.0,5.0,,Multiple Agencies
Rehab Counselor 2,19,0.0,5.0,,Multiple Agencies
Rehab Counselor 2 Chinese Language,19,0.0,5.0,,OMH-M/O+Facs
Rehab Counselor 2 Spanish Language,19,0.0,5.0,,OMH-M/O+Facs
Rehab Hosp Community Relations Specialist,20,0.0,5.0,,Helen Hayes Hospital
Rehab Hosp Utilization Manager,62,0.0,6.0,,Helen Hayes Hospital
Rehab Hospital Nursing Assnt 1,6,1.0,4.0,,Helen Hayes Hospital
Rehab Hospital Nursing Assnt 2,8,1.0,4.0,,Helen Hayes Hospital
Rehab Technologist 1,20,0.0,5.0,,Helen Hayes Hospital
Rehab Technologist 2,22,0.0,5.0,,Helen Hayes Hospital
Rehab Technologist 3,25,0.0,5.0,,Helen Hayes Hospital
Rehabilitation Aide,9,1.0,4.0,,Helen Hayes Hospital
Renewable Energy Siting Specialist 1,18,1.0,5.0,,"Renewable Energy Siting, Office of"
Renewable Energy Siting Specialist 2,23,1.0,5.0,,"Renewable Energy Siting, Office of"
Renewable Energy Siting Specialist 3,27,1.0,5.0,,"Renewable Energy Siting, Office of"
Renewable Energy Siting Specialist 4,64,1.0,6.0,,"Renewable Energy Siting, Office of"
Rent Examiner 1,9,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rent Examiner 2,14,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rent Examiner 2 Spanish Language,14,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rent Examiner 3,18,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rent Examiner 3 Spanish Language,18,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rental Housing Inspector 1,14,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rental Housing Inspector 1 Spanish Language,14,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rental Housing Inspector 2,18,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rental Housing Inspector 2 Spanish Language,18,0.0,67.0,,"Housing & Comm Renewal, Div of"
Rental Housing Inspector 3,23,0.0,67.0,,"Housing & Comm Renewal, Div of"
Research & Collections Technician,14,1.0,5.0,,Multiple Agencies
Research Assoc,NS,2.0,5.0,,Multiple Agencies
Research Laboratory Technical Assnt,14,1.0,5.0,,"Health, Department of"
Research Physn 1,35,1.0,5.0,,"Health, Department of"
Research Physn 3,38,1.0,5.0,,"Health, Department of"
Research Scientist 1,18,1.0,5.0,,Multiple Agencies
Research Scientist 2,22,1.0,5.0,,Multiple Agencies
Research Scientist 3,25,1.0,5.0,,Multiple Agencies
Research Scientist 4,27,1.0,5.0,,Multiple Agencies
Research Scientist 5,31,1.0,5.0,,Multiple Agencies
Research Scientist 6,35,1.0,5.0,,Multiple Agencies
Research Scientist 7,38,1.0,5.0,,Multiple Agencies
Research Scientist 8,38,1.0,5.0,,Multiple Agencies
Resident In Nursing Home Admn,NS,1.0,6.0,,Health - M/O+Facs
Resident Physician,NS,1.0,5.0,,Multiple Agencies
Residential Program Assnt 1,11,0.0,4.0,,OMH-M/O+Facs
Residential Program Assnt 2,13,0.0,4.0,,OMH-M/O+Facs
Residential Program Manager 1,17,0.0,5.0,,OMH-M/O+Facs
Residential Program Manager 2,19,0.0,5.0,,OMH-M/O+Facs
Residential Program Manager 3,23,0.0,6.0,,OMH-M/O+Facs
Residential Program Manager 4,61,0.0,6.0,,OMH-M/O+Facs
Residential Program Specialist,16,0.0,5.0,,OMH-M/O+Facs
Residential Treatment Facility Coord,25,0.0,5.0,,"Mental Health, Office of"
Resources & Reimbursement Agent 1,18,0.0,5.0,,Multiple Agencies
Resources & Reimbursement Agent 2,20,0.0,5.0,,Multiple Agencies
Resources & Reimbursement Agent 3,23,0.0,5.0,,Multiple Agencies
Resources & Reimbursement Agent 4,27,0.0,5.0,,Multiple Agencies
Resources & Reimbursement Program Dev Spec 1,18,0.0,5.0,,Multiple Agencies
Resources & Reimbursement Program Dev Spec 2,23,0.0,5.0,,Multiple Agencies
Resources & Reimbursement Program Dev Spec 3,27,0.0,5.0,,Multiple Agencies
Retirement Program Admr 1,25,0.0,5.0,,"Comptroller, Office of"
Retirement Program Admr 2,27,0.0,5.0,,"Comptroller, Office of"
Retirement Program Admr 3,64,0.0,6.0,,"Comptroller, Office of"
Retirement Program Admr 4,65,0.0,6.0,,"Comptroller, Office of"
Retirement Systems Information Rep 1,18,0.0,5.0,,Multiple Agencies
Retirement Systems Information Rep 2,20,0.0,5.0,,Multiple Agencies
Retirement Systems Information Rep 3,23,0.0,5.0,,Multiple Agencies
Revenue Crimes Specialist 1,18,1.0,5.0,,"Taxation and Finance, Dept of"
Revenue Crimes Specialist 2,21,1.0,5.0,,"Taxation and Finance, Dept of"
Revenue Crimes Specialist 3,23,1.0,5.0,,"Taxation and Finance, Dept of"
Revenue Crimes Specialist 4,25,1.0,5.0,,"Taxation and Finance, Dept of"
Revitalization Specialist 1,23,0.0,5.0,,"State, Department of"
Revitalization Specialist 2,27,0.0,5.0,,"State, Department of"
Safety & Health Inspector,16,0.0,5.0,,"Labor, Department of"
Safety & Health Program Manager 1,25,0.0,5.0,,"Labor, Department of"
Safety & Health Program Manager 2,63,0.0,6.0,,"Labor, Department of"
Safety & Security Officer 1,12,0.0,21.0,,Multiple Agencies
Safety & Security Officer 1 Spanish Language,12,0.0,21.0,,OMH-M/O+Facs
Safety & Security Officer 2,15,0.0,21.0,,Multiple Agencies
Sales and Sponsorships Manager,25,1.0,5.0,,"Agriculture & Markets, Dept of"
Sales Program Coord,61,0.0,6.0,,NYS Gaming Commission
Sanitary Construction Inspector 2,19,0.0,5.0,,"Environmental Conservation, Dept of"
Sanitary Construction Inspector 3,23,0.0,5.0,,"Environmental Conservation, Dept of"
Scaler,NS,1.0,3.0,,Parks+Recreation-M/O+Reg Comms
Scientist Archeology,18,1.0,5.0,,"P&R Parks and Rec, Office of"
Secure Care Treatment Aide 1,11,0.0,4.0,,OMH-M/O+Facs
Secure Care Treatment Aide 2,14,0.0,4.0,,OMH-M/O+Facs
Security Hosp Senr Treatment Assnt,16,0.0,21.0,,OMH-M/O+Facs
Security Hosp Senr Treatment Assnt Spanish Lang,16,0.0,21.0,,Central New York Psych Center
Security Hosp Supvg Treatment Assnt,20,0.0,91.0,,OMH-M/O+Facs
Security Hosp Treatment Assnt,14,0.0,21.0,,OMH-M/O+Facs
Security Hosp Treatment Assnt Spanish Language,14,0.0,21.0,,OMH-M/O+Facs
Security Hosp Treatment Chief,61,0.0,6.0,,OMH-M/O+Facs
Security Officer,8,0.0,21.0,,Multiple Agencies
Security Officer Spanish Language,8,0.0,21.0,,Multiple Agencies
Security Services Assnt 1,6,0.0,21.0,,Multiple Agencies
Security Services Assnt 2,9,0.0,21.0,,Multiple Agencies
Senr Accountant,18,0.0,5.0,,Multiple Agencies
Senr Actuary Casualty,19,0.0,5.0,,Multiple Agencies
Senr Actuary Life,19,0.0,5.0,,Multiple Agencies
Senr Admnv Analyst,18,0.0,5.0,,Multiple Agencies
Senr Agency Services Analyst,18,1.0,5.0,,"Economic Development, Dept of"
Senr Architect,24,0.0,5.0,,Multiple Agencies
Senr Attorney,25,0.0,5.0,,Multiple Agencies
Senr Attorney Realty,25,0.0,5.0,,"Law, Department of"
Senr Automotive Facilities Inspector,20,0.0,5.0,,"Motor Vehicles, Department of"
Senr Boiler Inspector,17,0.0,5.0,,"Labor, Department of"
Senr Budget Examiner,23,0.0,6.0,,"Budget, Division of the"
Senr Budgeting Analyst,18,0.0,5.0,,Multiple Agencies
Senr Capital Program Analyst,18,0.0,5.0,,Transportation - M/O+Regs
Senr Certification Analyst,18,1.0,5.0,,"Economic Development, Dept of"
Senr Comp Claims Referee,64,0.0,6.0,,Workers Compensation Board
Senr Companion Program Coord,16,0.0,5.0,,OPWDD-M/O+Facs
Senr Companion Program Manager,23,0.0,6.0,,"OPWDD People W Dev Disab, Office for"
Senr Computer Operator,14,0.0,2.0,,Multiple Agencies
Senr Consumer Frauds Rep,17,0.0,5.0,,"Law, Department of"
Senr Consumer Frauds Rep Span Lang,17,0.0,5.0,,"Law, Department of"
Senr Correctional Services Employee Investigator,17,0.0,6.0,,Corrections - M/O+Facs
Senr Dental Assnt,10,0.0,4.0,,"SUNY-Admin,Coll+Univs"
Senr Drafting Technician Architectural,13,0.0,5.0,,Multiple Agencies
Senr Drafting Technician Gen,13,0.0,5.0,,Multiple Agencies
Senr Drafting Technician Structural,13,0.0,5.0,,Transportation - M/O+Regs
Senr Economist,18,0.0,5.0,,Multiple Agencies
Senr Economist Environmental Impact,18,0.0,5.0,,"Environmental Conservation, Dept of"
Senr Economist Labor Research,18,0.0,5.0,,"Labor, Department of"
Senr Economist Milk Marketing,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Senr Editor Audit Reports,21,0.0,5.0,,"Comptroller, Office of"
Senr Electronics Laboratory Engineer,24,0.0,5.0,,"Environmental Conservation, Dept of"
Senr Employment Counselor,22,0.0,5.0,,"Labor, Department of"
Senr Employment Security Clerk,9,0.0,2.0,,"Labor, Department of"
Senr Employment Security Clerk Chinese Language,9,0.0,2.0,,"Labor, Department of"
Senr Employment Security Clerk Creole Language,9,0.0,2.0,,"Labor, Department of"
Senr Employment Security Clerk Korean Language,9,0.0,2.0,,"Labor, Department of"
Senr Employment Security Clerk Polish Language,9,0.0,2.0,,"Labor, Department of"
Senr Employment Security Clerk Russian Language,9,0.0,2.0,,"Labor, Department of"
Senr Employment Security Clerk Span Lang,9,0.0,2.0,,"Labor, Department of"
Senr Engineering Materials Analyst,18,0.0,5.0,,"Transportation, Department of"
Senr Engineering Materials Chemist,18,0.0,5.0,,"Transportation, Department of"
Senr Engineering Technician,13,0.0,5.0,,Multiple Agencies
Senr Engineering Technician Soils,13,0.0,5.0,,"Transportation, Department of"
Senr Environmental Analyst Agriculture,18,0.0,5.0,,"Agriculture & Markets, Dept of"
Senr Filter Plant Operator,12,1.0,3.0,,Multiple Agencies
Senr Forest Appraiser,18,0.0,5.0,,"Taxation and Finance, Dept of"
Senr Gaming Operations Inspector,17,1.0,2.0,,NYS Gaming Commission
Senr Health Care Fiscal Analyst,18,0.0,5.0,,Multiple Agencies
Senr Health Care Management Systems Analyst,18,0.0,5.0,,"Health, Department of"
Senr Health Planner,18,0.0,5.0,,"Health, Department of"
Senr Historian,22,0.0,5.0,,"Education, Dept of"
Senr Historic Site Restoration Coord,23,0.0,5.0,,"P&R Parks and Rec, Office of"
Senr Indus Hygienist,20,0.0,5.0,,Multiple Agencies
Senr Indus Supt,62,0.0,6.0,,Corrections - M/O+Facs
Senr Investment Officer,63,0.0,6.0,,Multiple Agencies
Senr Laboratory Animal Caretaker,8,0.0,4.0,,Multiple Agencies
Senr Laboratory Equipment Designer,20,1.0,5.0,,Multiple Agencies
Senr Laboratory Equipment Designer Electronics,20,1.0,5.0,,Multiple Agencies
Senr Laboratory Illustrator Photographer,18,0.0,5.0,,OPWDD Inst for Research In Dev Disab
Senr Laboratory Technician,12,0.0,4.0,,Multiple Agencies
Senr Laboratory Worker,8,0.0,4.0,,Multiple Agencies
Senr Landscape Architect,24,0.0,5.0,,Multiple Agencies
Senr Launderer,7,1.0,4.0,,Multiple Agencies
Senr Librarian,19,0.0,5.0,,Multiple Agencies
Senr Librarian Automation,19,0.0,5.0,,"Education, Dept of"
Senr Librarian Law,19,0.0,5.0,,"Law, Department of"
Senr Librarian Reference,19,0.0,5.0,,"Education, Dept of"
Senr Librarian Technical Processes,19,0.0,5.0,,"Education, Dept of"
Senr License Examination Specialist,18,0.0,5.0,,Multiple Agencies
Senr Licensed Practical Nurse 1,11,0.0,4.0,,OPWDD-M/O+Facs
Senr Licensed Practical Nurse 2,13,0.0,4.0,,Multiple Agencies
Senr Lottery Marketing Specialist,23,0.0,5.0,,NYS Gaming Commission
Senr Marine Srvs Rep,23,0.0,5.0,,"P&R Parks and Rec, Office of"
Senr Meat Cutter,15,1.0,4.0,,DOCCS Mohawk Cor Facility
Senr Motor Vehicle License Examiner,15,0.0,5.0,,"Motor Vehicles, Department of"
Senr Motor Vehicle Referee,62,0.0,6.0,,"Motor Vehicles, Department of"
Senr Municipal Financial Analyst,18,0.0,5.0,,"Comptroller, Office of"
Senr Museum Exhibit Designer,17,1.0,5.0,,"Education, Dept of"
Senr Museum Exhibit Planner,18,1.0,5.0,,"Education, Dept of"
Senr Nutrition Services Consultant,22,0.0,5.0,,"Health, Department of"
Senr Occupl Therapist,18,0.0,5.0,,Multiple Agencies
Senr Offset Printing Machine Operator,9,0.0,3.0,,Multiple Agencies
Senr Operating Room Technician,9,1.0,4.0,,Multiple Agencies
Senr Parking Services Attendant,8,3.0,3.0,,Multiple Agencies
Senr Parole Officer,24,0.0,5.0,,Corrections - M/O+Facs
Senr Parole Officer Spanish Language,24,0.0,5.0,,DOCCS Community Supervision
Senr Physical Therapist,18,0.0,5.0,,Multiple Agencies
Senr Purchasing Agent,23,0.0,5.0,,Multiple Agencies
Senr Radio Dispatcher,12,0.0,3.0,,Thruway Authority
Senr Radiological Health Specialist,18,0.0,5.0,,"Health, Department of"
Senr Recreation Therapist,17,0.0,5.0,,Multiple Agencies
Senr Recreation Therapist Music,17,0.0,5.0,,Multiple Agencies
Senr Recreation Therapist Spanish Language,17,0.0,5.0,,OMH-M/O+Facs
Senr Safety & Health Inspector,18,0.0,5.0,,"Labor, Department of"
Senr Sanitarian,18,0.0,5.0,,"Health, Department of"
Senr Security Officer,11,0.0,21.0,,Multiple Agencies
Senr Statistician,18,0.0,5.0,,Multiple Agencies
Senr Supt Construction,19,0.0,5.0,,Multiple Agencies
Senr Traffic Signal Equipment Specialist,23,0.0,5.0,,"Transportation, Department of"
Senr Training Technician DHSES,NS,0.0,5.0,,"Homeland Security and Emergency Services, Div of"
Senr Training Technician Veterans Services,18,0.0,5.0,,"Veterans Services, Department of"
Senr Transportation Analyst,23,0.0,5.0,,Multiple Agencies
Senr Trial Attorney,26,0.0,5.0,,State Insurance Fund
Senr Trial Examiner,61,1.0,66.0,,Public Employment Relations Brd
Senr Unemp Insur Accounts Examiner,17,0.0,2.0,,"Labor, Department of"
Senr Unemp Insur Hearing Rep,20,0.0,5.0,,"Labor, Department of"
Senr Unemp Insur Referee,27,0.0,5.0,,"Labor, Department of"
Senr Unemp Insur Reviewing Examiner,20,0.0,5.0,,"Labor, Department of"
Senr Utility Financial Analyst,18,0.0,5.0,,"Public Service, Department of"
Senr Voc Rehab Counselor,22,0.0,5.0,,Multiple Agencies
Senr Voc Rehab Counselor Manual Communications,22,0.0,5.0,,"Education, Dept of"
Senr Workers Comp Examiner,18,0.0,5.0,,Workers Compensation Board
Senr Workers Comp Examiner Spanish Language,18,0.0,5.0,,Workers Compensation Board
Sergeant Park Police,17,0.0,31.0,,Parks+Recreation-M/O+Reg Comms
Service & Repair Aide,NS,6.0,3.0,,Multiple Agencies
Service & Repair Assnt HVAC-R,9,1.0,3.0,,"SUNY-Admin,Coll+Univs"
Service & Repair Assnt Motor Equipment,9,1.0,3.0,,Multiple Agencies
Service & Repair Mechanic Auto Body,12,1.0,3.0,,Multiple Agencies
Service & Repair Mechanic Corcraft,12,1.0,3.0,,Corrections - M/O+Facs
Service & Repair Mechanic Electronics,12,0.0,3.0,,Multiple Agencies
Service & Repair Mechanic HVAC-R,12,1.0,3.0,,Multiple Agencies
Service & Repair Mechanic Motor Equipment,12,1.0,3.0,,Multiple Agencies
Service Area Equipment Operator,NS,1.0,11.0,,Thruway Authority
Service Area Mechanic,NS,1.0,11.0,,Thruway Authority
Service Area Rep,NS,0.0,12.0,,Thruway Authority
Shipping Supvr,18,0.0,2.0,,Multiple Agencies
Sign Crew Supvr,10,1.0,3.0,,Transportation - M/O+Regs
Social Work Assistant 1 Manual Communications,12,0.0,5.0,,Rockland Psych Center
Social Work Assistant 2 Manual Communications,14,0.0,5.0,,Multiple Agencies
Social Work Assistant 3 Chinese Language,17,0.0,5.0,,Creedmoor Psych Center
Social Work Assnt 1,12,0.0,5.0,,Multiple Agencies
Social Work Assnt 1 Spanish Language,12,0.0,5.0,,Manhattan Psych Center
Social Work Assnt 2,14,0.0,5.0,,Multiple Agencies
Social Work Assnt 2 Chinese Language,14,0.0,5.0,,Creedmoor Psych Center
Social Work Assnt 2 Korean Language,14,0.0,5.0,,Creedmoor Psych Center
Social Work Assnt 2 Spanish Language,14,0.0,5.0,,Multiple Agencies
Social Work Assnt 3,17,0.0,5.0,,Multiple Agencies
Social Work Assnt 3 Spanish Language,17,0.0,5.0,,Multiple Agencies
Social Work Supervisor 1 LCSW,23,0.0,5.0,,Multiple Agencies
Social Work Supervisor 2 LCSW,27,0.0,5.0,,Multiple Agencies
Social Work Supvr 1,23,0.0,5.0,,Multiple Agencies
Social Work Supvr 1 LCSW Chinese Language,23,0.0,5.0,,Creedmoor Psych Center
Social Work Supvr 1 LCSW Korean Language,23,0.0,5.0,,Creedmoor Psych Center
Social Work Supvr 1 LCSW Spanish Language,23,0.0,5.0,,OMH-M/O+Facs
Social Work Supvr 2,27,0.0,5.0,,OMH-M/O+Facs
Social Worker 1,18,0.0,5.0,,Multiple Agencies
Social Worker 1 Chinese Language,18,0.0,5.0,,Creedmoor Psych Center
Social Worker 1 Spanish Language,18,0.0,5.0,,Creedmoor Psych Center
Soils Engineering Laboratory Supvr,24,0.0,5.0,,"Transportation, Department of"
Special Assnt,NS,2.0,5.0,,Multiple Agencies
Special Investment Officer,NS,2.0,6.0,,Multiple Agencies
Speech Language Pathologist 1,16,0.0,5.0,,Multiple Agencies
Speech Language Pathologist 2,18,0.0,5.0,,Multiple Agencies
Speech Language Pathology Audiology Prg Coord 1,20,0.0,5.0,,Multiple Agencies
Speech Language Pathology Audiology Prg Coord 2,23,0.0,5.0,,Multiple Agencies
Standards Compliance Analyst 1 Developmental Disab,18,0.0,5.0,,"OPWDD People W Dev Disab, Office for"
Standards Compliance Analyst 1 Youth Services,18,0.0,5.0,,"Children&Family Svcs, Off of"
Standards Compliance Analyst 2 Developmental Disab,23,0.0,5.0,,"OPWDD People W Dev Disab, Office for"
Standards Compliance Analyst 2 Mental Hlth,23,0.0,5.0,,"Mental Health, Office of"
Standards Compliance Analyst 2 Youth Services,23,0.0,5.0,,"Children&Family Svcs, Off of"
Standards Compliance Analyst 3 Developmental Disab,27,0.0,5.0,,"OPWDD People W Dev Disab, Office for"
Standards Compliance Analyst 3 Youth Services,27,0.0,5.0,,"Children&Family Svcs, Off of"
Standards Compliance Analyst 4 Developmental Disab,63,0.0,6.0,,"OPWDD People W Dev Disab, Office for"
Standards Compliance Analyst 4 Mental Hlth,63,0.0,6.0,,"Mental Health, Office of"
State Educ Psychometrician,63,1.0,6.0,,"Education, Dept of"
State Expenditures Examiner 1,18,0.0,5.0,,"Comptroller, Office of"
State Expenditures Examiner 2,23,0.0,5.0,,"Comptroller, Office of"
State Expenditures Examiner 3,27,0.0,5.0,,"Comptroller, Office of"
State Fair Administrator 1,18,0.0,5.0,,"Agriculture & Markets, Dept of"
State Fair Administrator 2,23,0.0,5.0,,"Agriculture & Markets, Dept of"
State Fair Administrator 3,27,0.0,5.0,,"Agriculture & Markets, Dept of"
State Fair Worker,NS,3.0,3.0,,"Agriculture & Markets, Dept of"
State Police Aviation Storeskeeper,14,1.0,3.0,,"State Police, Division of"
State Police Chief Aircraft Inspector,61,1.0,6.0,,"State Police, Division of"
State Police Communications Technician,18,1.0,5.0,,"State Police, Division of"
State Police Communications Technician Microwave,18,1.0,5.0,,"State Police, Division of"
State Police Dir of Communication Systems,63,1.0,6.0,,"State Police, Division of"
State Police Dir of Forensic Services,68,1.0,6.0,,"State Police, Division of"
State Police Evidence Technician 1,8,1.0,2.0,,"State Police, Division of"
State Police Evidence Technician 1 Digital,8,1.0,2.0,,"State Police, Division of"
State Police Evidence Technician 2,11,1.0,2.0,,"State Police, Division of"
State Police Evidence Technician 2 Digital,11,1.0,2.0,,"State Police, Division of"
State Police Forensic Scientist 1,14,1.0,5.0,,"State Police, Division of"
State Police Forensic Scientist 2,18,1.0,5.0,,"State Police, Division of"
State Police Forensic Scientist 2 DNA,18,1.0,5.0,,"State Police, Division of"
State Police Forensic Scientist 3,20,1.0,5.0,,"State Police, Division of"
State Police Forensic Scientist 3 DNA,20,1.0,5.0,,"State Police, Division of"
State Police Forensic Scientist 4,23,1.0,5.0,,"State Police, Division of"
State Police Forensic Scientist 4 DNA,23,1.0,5.0,,"State Police, Division of"
State Police Intelligence Analyst 1,18,1.0,5.0,,"State Police, Division of"
State Police Intelligence Analyst 2,23,1.0,5.0,,"State Police, Division of"
